DEPT    CAL   CILD   CNSS    DT    DRHO   GR    RHOB    ILD    SP                                                                
   421.400     9.1020    45.6690   -99999.0    75.0390   -99999.0    37.5590   -99999.0    18.7090    45.0390 
   421.600     9.2280    58.2680   -99999.0    72.8350   -99999.0    38.5040   -99999.0    21.1020    44.7240 
   421.800     9.4330    89.7640   -99999.0    73.1500   -99999.0    41.5750   -99999.0    19.4650    44.7240 
   422.000     9.5280   121.2600   -99999.0    86.0630   -99999.0    44.6460   -99999.0     9.4800    44.7240 
   422.200     9.4800   149.6060   -99999.0    97.5590   -99999.0    62.5980   -99999.0     7.8110    45.0390 
   422.400     9.4330   176.3780   -99999.0   114.4090   -99999.0    70.6300   -99999.0     6.1420    45.3540 
   422.600     9.4170   203.1500   -99999.0   124.2520   -99999.0    74.1730   -99999.0     4.5980    45.3540 
   422.800     9.4020   247.2440   -99999.0   121.4170   -99999.0    72.5200   -99999.0     4.0000    45.3540 
   423.000     9.4650   258.2678   -99999.0   127.3230   -99999.0    70.8660   -99999.0     3.9060    45.6690 
   423.200     9.8430   272.4409   -99999.0   127.5590   -99999.0    69.6850   -99999.0     3.7800    45.6690 
   423.400     9.6540   277.1648   -99999.0   134.7240   -99999.0    68.5040   -99999.0     3.6850    45.6690 
   423.600     8.9450   283.4648   -99999.0   136.6140   -99999.0    70.3940   -99999.0     3.5590    45.6690 
   423.800     9.1340   289.7639   -99999.0   135.4330   -99999.0    72.9920   -99999.0     3.5590    45.6690 
   424.000     9.3230   297.6379   -99999.0   134.1730   -99999.0    75.5910   -99999.0     3.5280    45.6690 
   424.200     9.2440   300.7869   -99999.0   131.1810   -99999.0    81.9690   -99999.0     3.5280    45.3540 
   424.400     9.2760   305.5120   -99999.0   129.7640   -99999.0    83.8580   -99999.0     3.5280    45.3540 
   424.600     9.4330   308.6609   -99999.0   133.7800   -99999.0    82.6770   -99999.0     3.5280    45.3540 
   424.800     9.4490   305.5120   -99999.0   138.5830   -99999.0    81.9690   -99999.0     3.5590    45.0390 
   425.000     9.1020   272.4409   -99999.0   140.8660   -99999.0    81.2600   -99999.0     3.5910    44.4090 
   425.200     9.1340   233.0710   -99999.0   140.8660   -99999.0    83.8580   -99999.0     4.4410    44.4090 
   425.400     9.1810   188.9760   -99999.0   135.5120   -99999.0    77.4800   -99999.0     5.1340    44.7240 
   425.600     9.2280   171.6540   -99999.0   129.8430   -99999.0    73.2280   -99999.0     5.8580    45.0390 
   425.800     9.2760   152.7560   -99999.0   118.7400   -99999.0    68.7400   -99999.0     7.0240    45.3540 
   426.000     9.1020   138.5830   -99999.0    89.3700   -99999.0    61.6540   -99999.0     7.7800    45.9840 
   426.200     9.1500   130.7090   -99999.0    82.7560   -99999.0    58.8190   -99999.0     8.0310    45.6690 
   426.400     9.2440   146.4570   -99999.0    90.6300   -99999.0    61.1810   -99999.0     6.6770    45.3540 
   426.600     9.3390   215.7480   -99999.0   104.9610   -99999.0    62.5980   -99999.0     4.9760    45.0390 
   426.800     9.0390   253.5430   -99999.0   108.7400   -99999.0    64.0160   -99999.0     3.8740    45.0390 
   427.000     8.9610   266.1418   -99999.0   112.5200   -99999.0    66.3780   -99999.0     3.8110    45.0390 
   427.200     8.8820   280.3149   -99999.0   116.2990   -99999.0    68.2680   -99999.0     3.7170    45.0390 
   427.400     9.0710   259.8428   -99999.0   127.0080   -99999.0    74.6460   -99999.0     3.8430    45.0390 
   427.600     9.2280   239.3700   -99999.0   122.0470   -99999.0    79.8430   -99999.0     4.4090    45.0390 
   427.800     9.2600   206.2990   -99999.0   117.0080   -99999.0    81.4960   -99999.0     4.9760    44.7240 
   428.000     9.2130   155.9060   -99999.0   108.1100   -99999.0    76.0630   -99999.0     7.0550    44.7240 
   428.200     9.1500   125.9840   -99999.0   101.5750   -99999.0    70.6300   -99999.0     9.4800    44.4090 
   428.400     9.0870    94.4880   -99999.0    90.6300   -99999.0    58.5830   -99999.0    11.3390    44.4090 
   428.600     9.0240    67.7170   -99999.0    90.6300   -99999.0    56.9290   -99999.0    13.2910    44.0940 
   428.800     9.0080    53.5430   -99999.0    93.7010   -99999.0    60.7090   -99999.0    15.1180    44.4090 
   429.000     8.9760    53.5430   -99999.0    96.7720   -99999.0    62.1260   -99999.0    17.2600    44.7240 
   429.200     8.9450    55.1180   -99999.0    98.0310   -99999.0    60.7090   -99999.0    17.3230    44.7240 
   429.400     8.8980    56.6930   -99999.0    96.4570   -99999.0    61.8900   -99999.0    17.1340    44.7240 
   429.600     8.8660    56.6930   -99999.0    94.8820   -99999.0    52.4410   -99999.0    17.9530    44.7240 
   429.800     8.8190    56.6930   -99999.0    92.2050   -99999.0    46.0630   -99999.0    18.7720    43.7800 
   430.000     8.8350    56.6930   -99999.0    89.5280   -99999.0    42.5200   -99999.0    19.4960    42.8350 
   430.200     8.8660    56.6930   -99999.0    89.5280   -99999.0    46.5350   -99999.0    19.5590    42.2050 
   430.400     8.8980    56.6930   -99999.0    90.2360   -99999.0    48.8980   -99999.0    19.3070    42.2050 
   430.600     8.9290    55.1180   -99999.0    91.1810   -99999.0    51.4960   -99999.0    19.0240    42.2050 
   430.800     8.9450    53.5430   -99999.0    92.2050   -99999.0    54.5670   -99999.0    18.7400    42.8350 
   431.000     8.9760    53.5430   -99999.0    94.6460   -99999.0    57.6380   -99999.0    17.5430    41.8900 
   431.200     9.0080    53.5430   -99999.0    93.8580   -99999.0    60.9450   -99999.0    16.6930    41.8900 
   431.400     9.0390    55.1180   -99999.0    93.0710   -99999.0    59.5280   -99999.0    16.1890    41.8900 
   431.600     9.0710    61.4170   -99999.0    93.0710   -99999.0    60.0000   -99999.0    15.6540    41.8900 
   431.800     9.1020    67.7170   -99999.0    93.4650   -99999.0    60.7090   -99999.0    15.3070    42.2050 
   432.000     9.1650    70.8660   -99999.0    95.8270   -99999.0    62.1260   -99999.0    14.9610    42.5200 
   432.200     9.2280    75.5910   -99999.0    98.2680   -99999.0    63.7800   -99999.0    13.7010    42.8350 
   432.400     9.3230    85.0390   -99999.0    98.1100   -99999.0    67.5590   -99999.0    12.5670    43.4650 
   432.600     9.3540    96.0630   -99999.0    97.8740   -99999.0    66.1420   -99999.0    11.2130    44.0940 
   432.800     9.3700   108.6610   -99999.0   101.0240   -99999.0    68.0310   -99999.0     9.7640    45.0390 
   433.000     9.3860   121.2600   -99999.0   105.2760   -99999.0    70.3940   -99999.0     8.3150    45.6690 
   433.200     9.4020   140.1570   -99999.0   110.0790   -99999.0    70.6300   -99999.0     7.5590    46.2990 
   433.400     9.4330   148.0310   -99999.0   113.5430   -99999.0    72.9920   -99999.0     6.9610    46.9290 
   433.600     9.4960   155.9060   -99999.0   117.3230   -99999.0    75.5910   -99999.0     6.6140    47.2440 
   433.800     9.5120   159.0550   -99999.0   116.2200   -99999.0    80.3150   -99999.0     6.4880    47.5590 
   434.000     9.5280   154.3310   -99999.0   115.5120   -99999.0    78.4250   -99999.0     6.7400    47.8740 
   434.200     9.5280   144.8820   -99999.0   117.7950   -99999.0    76.7720   -99999.0     7.5910    47.5590 
   434.400     9.4490   133.8580   -99999.0   117.7950   -99999.0    80.5510   -99999.0     8.4720    47.2440 
   434.600     9.2910   119.6850   -99999.0   111.8110   -99999.0    79.3700   -99999.0     9.0390    46.9290 
   434.800     9.2440   113.3860   -99999.0   107.3230   -99999.0    77.9530   -99999.0     9.4170    46.2990 
   435.000     9.1970   107.0870   -99999.0   104.3310   -99999.0    76.5350   -99999.0     9.8270    45.6690 
   435.200     9.3070   100.7870   -99999.0   107.3230   -99999.0    72.0470   -99999.0    11.0240    46.2990 
   435.400     9.4330    89.7640   -99999.0   110.3150   -99999.0    75.1180   -99999.0    12.2200    46.2990 
   435.600     9.4800    78.7400   -99999.0   113.5430   -99999.0    75.5910   -99999.0    12.9760    45.9840 
   435.800     9.1970    74.0160   -99999.0   113.2280   -99999.0    73.4650   -99999.0    13.7320    45.6690 
   436.000     8.8980    67.7170   -99999.0   112.8350   -99999.0    70.8660   -99999.0    15.0240    45.0390 
   436.200     8.8500    64.5670   -99999.0   110.9450   -99999.0    67.0870   -99999.0    15.6220    44.4090 
   436.400     8.7870    59.8430   -99999.0   114.1730   -99999.0    61.6540   -99999.0    16.8500    43.4650 
   436.600     8.7720    55.1180   -99999.0   119.3700   -99999.0    57.8740   -99999.0    19.1810    40.9450 
   436.800     8.7560    51.9690   -99999.0   123.6220   -99999.0    60.9450   -99999.0    19.7800    40.6300 
   437.000     8.7400    51.9690   -99999.0   126.0630   -99999.0    62.1260   -99999.0    21.1020    40.6300 
   437.200     8.7240    50.3940   -99999.0   126.1420   -99999.0    57.1650   -99999.0    22.6770    40.6300 
   437.400     8.7400    48.8190   -99999.0   126.2990   -99999.0    59.0550   -99999.0    24.2520    40.6300 
   437.600     8.7560    47.2440   -99999.0   128.1100   -99999.0    63.7800   -99999.0    25.8270    40.6300 
   437.800     8.7720    45.6690   -99999.0   130.7090   -99999.0    64.7240   -99999.0    27.4020    40.9450 
   438.000     8.7870    42.5200   -99999.0   129.5280   -99999.0    62.1260   -99999.0    28.3460    40.0000 
   438.200     8.8030    42.5200   -99999.0   119.6060   -99999.0    54.3310   -99999.0    29.2910    38.7400 
   438.400     8.8030    42.5200   -99999.0   115.2760   -99999.0    47.9530   -99999.0    30.2360    36.2200 
   438.600     8.7870    40.9450   -99999.0    99.8430   -99999.0    38.0310   -99999.0    31.1810    34.6460 
   438.800     8.7870    40.9450   -99999.0    94.0940   -99999.0    34.9610   -99999.0    31.4960    33.0710 
   439.000     8.7870    40.9450   -99999.0    94.6460   -99999.0    34.0160   -99999.0    31.8110    29.6060 
   439.200     8.7870    40.9450   -99999.0    96.2990   -99999.0    36.3780   -99999.0    32.1260    28.6610 
   439.400     8.7720    40.9450   -99999.0    96.2200   -99999.0    39.9210   -99999.0    32.1260    27.7170 
   439.600     8.7720    40.9450   -99999.0    95.2760   -99999.0    42.5200   -99999.0    32.4410    27.4020 
   439.800     8.7560    39.3700   -99999.0    95.1180   -99999.0    43.2280   -99999.0    32.7560    27.4020 
   440.000     8.7400    39.3700   -99999.0    95.5910   -99999.0    44.1730   -99999.0    33.0710    26.7720 
   440.200     8.7400    37.7950   -99999.0    94.0160   -99999.0    44.1730   -99999.0    33.3860    26.1420 
   440.400     8.7400    37.7950   -99999.0    92.9920   -99999.0    42.5200   -99999.0    33.3860    25.5120 
   440.600     8.7240    37.7950   -99999.0    91.6540   -99999.0    41.3390   -99999.0    33.0710    24.8820 
   440.800     8.7240    36.2200   -99999.0    91.0240   -99999.0    41.1020   -99999.0    33.0710    24.2520 
   441.000     8.7400    36.2200   -99999.0    91.0240   -99999.0    40.6300   -99999.0    32.7560    23.3070 
   441.200     8.7720    34.6460   -99999.0    91.0240   -99999.0    39.2130   -99999.0    32.7560    22.6770 
   441.400     8.7870    33.0710   -99999.0    91.7320   -99999.0    37.7950   -99999.0    32.7560    22.0470 
   441.600     8.8030    33.0710   -99999.0    92.6770   -99999.0    37.3230   -99999.0    32.7560    21.4170 
   441.800     8.8190    34.6460   -99999.0    91.6540   -99999.0    37.3230   -99999.0    33.0710    20.7870 
   442.000     8.8350    36.2200   -99999.0    91.1810   -99999.0    37.0870   -99999.0    32.7560    20.1570 
   442.200     8.8660    37.7950   -99999.0    91.7320   -99999.0    37.7950   -99999.0    32.1260    20.7870 
   442.400     8.8660    39.3700   -99999.0    92.3620   -99999.0    40.8660   -99999.0    31.4960    21.4170 
   442.600     8.8820    40.9450   -99999.0    93.0710   -99999.0    44.1730   -99999.0    30.5510    22.0470 
   442.800     8.8820    42.5200   -99999.0    93.8580   -99999.0    45.8270   -99999.0    29.6060    22.0470 
   443.000     8.8980    44.0940   -99999.0    96.2200   -99999.0    42.7560   -99999.0    28.3460    22.0470 
   443.200     8.9130    44.0940   -99999.0    98.0310   -99999.0    39.4490   -99999.0    27.7170    22.0470 
   443.400     8.9130    45.6690   -99999.0    98.0310   -99999.0    36.3780   -99999.0    26.7720    22.3620 
   443.600     8.9290    45.6690   -99999.0    97.4020   -99999.0    36.1420   -99999.0    26.1420    22.6770 
   443.800     8.9290    45.6690   -99999.0    96.3780   -99999.0    35.9060   -99999.0    25.1970    22.9920 
   444.000     8.9290    45.6690   -99999.0    95.9060   -99999.0    36.3780   -99999.0    25.8270    23.9370 
   444.200     8.9290    47.2440   -99999.0    96.2990   -99999.0    36.8500   -99999.0    26.1420    24.8820 
   444.400     8.9130    47.2440   -99999.0    96.4570   -99999.0    38.2680   -99999.0    26.7720    25.1970 
   444.600     8.8980    47.2440   -99999.0    96.6930   -99999.0    39.4490   -99999.0    27.4020    25.8270 
   444.800     8.8820    47.2440   -99999.0    96.3780   -99999.0    40.8660   -99999.0    26.7720    26.1420 
   445.000     8.8820    45.6690   -99999.0    96.0630   -99999.0    42.5200   -99999.0    26.1420    26.7720 
   445.200     8.8820    47.2440   -99999.0    95.1970   -99999.0    44.1730   -99999.0    26.1420    28.3460 
   445.400     8.8660    80.3150   -99999.0    93.4650   -99999.0    47.7170   -99999.0    17.3230    29.2910 
   445.600     8.8820   107.0870   -99999.0    93.1500   -99999.0    52.2050   -99999.0    20.0000    30.5510 
   445.800     8.8980   149.6406   -99999.0    99.4766   -99999.0    55.5137   -99999.0     9.6953    32.7617 
   446.000     8.9138   174.8750   -99999.0   121.4258   -99999.0    56.7031   -99999.0     7.2109    35.2773 
   446.200     9.5911   207.8750   -99999.0   128.5195   -99999.0    63.5547   -99999.0     4.8491    37.8008 
   446.400     9.7012   244.1289   -99999.0   140.7930   -99999.0    72.9961   -99999.0     4.2512    40.9453 
   446.600     9.8270   269.2908   -99999.0   143.2280   -99999.0    76.0630   -99999.0     3.6540    42.8350 
   446.800     9.6690   303.9387   -99999.0   131.4805   -99999.0    74.1680   -99999.0     3.4956    46.6160 
   447.000     9.6843   305.5100   -99999.0   121.4946   -99999.0    70.3867   -99999.0     3.3390    48.1899 
   447.200     9.4331   303.9297   -99999.0   120.6211   -99999.0    67.3164   -99999.0     3.3390    48.8198 
   447.400     9.4653   300.7695   -99999.0   113.7891   -99999.0    63.0723   -99999.0     3.3391    49.4490 
   447.600     9.6380   288.1890   -99999.0   118.8980   -99999.0    64.2520   -99999.0     3.4330    49.4490 
   447.800     9.7478   280.3047   -99999.0   127.3320   -99999.0    68.0352   -99999.0     3.5283    49.4490 
   448.000     9.6377   272.4453   -99999.0   131.0898   -99999.0    70.6367   -99999.0     3.7480    49.4485 
   448.200     9.4019   275.5928   -99999.0   121.8789   -99999.0    73.4609   -99999.0     3.7799    49.1333 
   448.400     9.3700   277.1667   -99999.0   115.0396   -99999.0    71.3320   -99999.0     3.7169    48.8184 
   448.600     9.3540   278.7400   -99999.0   115.3540   -99999.0    69.2130   -99999.0     3.6220    48.5040 
   448.800     9.3391   283.4844   -99999.0   118.5039   -99999.0    68.0286   -99999.0     3.6536    48.1887 
   449.000     9.3861   299.2383   -99999.0   121.1914   -99999.0    66.3828   -99999.0     3.4956    47.8728 
   449.200     9.4329   319.7148   -99999.0   128.9023   -99999.0    70.8677   -99999.0     3.3069    47.2446 
   449.400     9.3861   340.1875   -99999.0   132.5999   -99999.0    72.0508   -99999.0     3.1177    47.5598 
   449.600     9.4330   360.6299   -99999.0   133.8580   -99999.0    73.9370   -99999.0     2.9920    48.1890 
   449.800     9.4963   382.6914   -99999.0   133.1501   -99999.0    75.8125   -99999.0     2.8347    48.1912 
   450.000     9.7799   390.5430   -99999.0   133.2266   -99999.0    67.5608   -99999.0     2.6462    49.7640 
   450.200     9.7321   384.2188   -99999.0   132.1272   -99999.0    68.9688   -99999.0     2.8354    49.7646 
   450.400     9.7954   359.0234   -99999.0   132.9023   -99999.0    66.3787   -99999.0     3.0244    50.0798 
   450.600     9.9530   333.8579   -99999.0   125.5910   -99999.0    66.8500   -99999.0     3.3700    50.7090 
   450.800     9.4332   294.3750   -99999.0   125.8125   -99999.0    67.3281   -99999.0     3.9067    51.0249 
   451.000     9.5431   237.6875   -99999.0   116.5078   -99999.0    69.2031   -99999.0     4.4741    51.6548 
   451.200     9.6211   179.4375   -99999.0    98.2539   -99999.0    62.8125   -99999.0     6.0508    52.2830 
   451.400     9.0237   144.8125   -99999.0    87.2344   -99999.0    48.4250   -99999.0     8.0039    52.2830 
   451.600     8.8350   110.2360   -99999.0    82.0470   -99999.0    48.4250   -99999.0    10.9610    52.2830 
   451.800     8.8350    75.5977   -99999.0    90.3945   -99999.0    50.0796   -99999.0    13.1638    52.2825 
   452.000     8.8503    78.7461   -99999.0    90.8647   -99999.0    50.5491   -99999.0    12.4402    51.9673 
   452.200     8.9761    83.4688   -99999.0    89.9258   -99999.0    49.1445   -99999.0    11.7161    51.6536 
   452.400     9.0709    88.1953   -99999.0    92.4492   -99999.0    55.2891   -99999.0    11.0862    51.3381 
   452.600     8.9920    92.9130   -99999.0    99.2910   -99999.0    63.5430   -99999.0    10.4570    50.7090 
   452.800     8.9131    94.4900   -99999.0   100.6992   -99999.0    67.5469   -99999.0    10.0471    50.7090 
   453.000     9.0081    96.0649   -99999.0    96.6946   -99999.0    59.0469   -99999.0    10.0791    50.7085 
   453.200     9.0551    97.6445   -99999.0    97.7949   -99999.0    54.3301   -99999.0    10.1094    50.3943 
   453.400     9.1178   100.7969   -99999.0    97.6370   -99999.0    53.6289   -99999.0     9.6682    50.7100 
   453.600     9.0080   105.5120   -99999.0    96.7720   -99999.0    56.9290   -99999.0     9.2280    51.3390 
   453.800     9.1181   110.2461   -99999.0    95.8281   -99999.0    60.2422   -99999.0     8.8503    51.9680 
   454.000     9.1651   114.9590   -99999.0    98.5078   -99999.0    62.3750   -99999.0     9.0713    51.9680 
   454.200     9.2281   113.3840   -99999.0   102.2891   -99999.0    72.9961   -99999.0     9.2908    51.9680 
   454.400     9.2911   111.8088   -99999.0   107.3220   -99999.0    76.0547   -99999.0     9.1648    51.9685 
   454.600     9.3540   110.2360   -99999.0   106.5350   -99999.0    70.8660   -99999.0     9.0080    52.2830 
   454.800     9.3860   132.3125   -99999.0   102.3555   -99999.0    66.3796   -99999.0     7.6531    52.2827 
   455.000     9.4171   154.3477   -99999.0    98.8281   -99999.0    67.5703   -99999.0     6.9910    51.9675 
   455.200     9.4646   166.9492   -99999.0   105.7617   -99999.0    73.2344   -99999.0     6.2981    51.6533 
   455.400     9.2598   181.1289   -99999.0   116.5391   -99999.0    76.3047   -99999.0     5.7312    51.3384 
   455.600     9.0710   203.1500   -99999.0   120.6300   -99999.0    78.6610   -99999.0     5.1650    51.0240 
   455.800     9.1970   225.2500   -99999.0   128.4180   -99999.0    80.0664   -99999.0     4.5662    50.7083 
   456.000     9.3391   267.7461   -99999.0   122.9805   -99999.0    72.5156   -99999.0     3.9048    50.0790 
   456.200     9.5137   291.3672   -99999.0   119.0530   -99999.0    70.1523   -99999.0     3.2124    50.0790 
   456.400    10.8496   314.9805   -99999.0   117.4883   -99999.0    67.5547   -99999.0     2.8351    50.0790 
   456.600    10.6770   332.2830   -99999.0   123.7010   -99999.0    64.7240   -99999.0     2.8980    50.0790 
   456.800    10.2519   351.1914   -99999.0   128.2734   -99999.0    65.4375   -99999.0     2.9921    49.7640 
   457.000    10.2050   357.3750   -99999.0   131.5820   -99999.0    67.5581   -99999.0     3.0879    49.7640 
   457.200    10.1887   305.5000   -99999.0   134.8906   -99999.0    66.8494   -99999.0     3.7180    49.7644 
   457.400     9.9834   266.0625   -99999.0   139.6641   -99999.0    66.3828   -99999.0     4.3787    50.0798 
   457.600     9.6690   225.1970   -99999.0   124.3310   -99999.0    69.2130   -99999.0     4.6610    50.7090 
   457.800     9.6540   176.3477   -99999.0   111.4688   -99999.0    72.2695   -99999.0     6.8049    51.3398 
   458.000     9.6220   152.7227   -99999.0    93.0713   -99999.0    64.9597   -99999.0     8.0325    51.9692 
   458.200     9.6220   127.4375   -99999.0    93.3074   -99999.0    64.0181   -99999.0     9.2930    52.9126 
   458.400     9.6220    92.8984   -99999.0    93.5469   -99999.0    65.6709   -99999.0    10.9939    52.5977 
   458.600     9.6060    85.0390   -99999.0    97.1650   -99999.0    67.0870   -99999.0    12.3150    52.2830 
   458.800     9.5589    77.1758   -99999.0    97.1523   -99999.0    64.7109   -99999.0    12.7854    51.6533 
   459.000     9.4960    83.4961   -99999.0    88.0234   -99999.0    55.5039   -99999.0    11.5576    51.3384 
   459.200     9.4650   108.6836   -99999.0    84.7249   -99999.0    51.2600   -99999.0    10.6450    51.0232 
   459.400     9.4336   126.0078   -99999.0    85.2891   -99999.0    51.2595   -99999.0     9.6953    50.3936 
   459.600     9.7170   144.8820   -99999.0    96.6140   -99999.0    51.0240   -99999.0     7.6850    50.0790 
   459.800     9.8901   163.8125   -99999.0   104.5781   -99999.0    62.6172   -99999.0     6.4492    49.4490 
   460.000     9.9692   200.0625   -99999.0   108.9062   -99999.0    76.7656   -99999.0     4.3765    49.4490 
   460.200    10.1104   237.8750   -99999.0   115.3711   -99999.0    71.0938   -99999.0     3.3066    49.4485 
   460.400    10.2517   296.0938   -99999.0   127.9609   -99999.0    64.0171   -99999.0     3.0864    49.1335 
   460.600     9.9840   319.6848   -99999.0   133.9370   -99999.0    64.9610   -99999.0     2.8660    48.8190 
   460.800    10.3303   343.3438   -99999.0   139.9102   -99999.0    70.3933   -99999.0     2.6460    49.1343 
   461.000     9.8739   370.0859   -99999.0   134.7219   -99999.0    69.9141   -99999.0     2.6770    49.4500 
   461.200     9.8430   373.2070   -99999.0   133.1484   -99999.0    68.0234   -99999.0     2.7090    50.0790 
   461.400     9.8577   355.8125   -99999.0   131.1680   -99999.0    66.1404   -99999.0     2.7405    50.0793 
   461.600     9.6060   321.2598   -99999.0   121.0240   -99999.0    64.9610   -99999.0     3.1180    50.3940 
   461.800     9.5132   277.1367   -99999.0   116.8438   -99999.0    66.1411   -99999.0     3.5291    50.7097 
   462.000    10.2673   253.5117   -99999.0   114.3298   -99999.0    65.6682   -99999.0     4.1904    51.0240 
   462.200     9.7317   228.2500   -99999.0   113.6172   -99999.0    64.9600   -99999.0     5.3547    51.0240 
   462.400     9.5750   181.0781   -99999.0   110.6133   -99999.0    64.2537   -99999.0     6.0168    51.0244 
   462.600     9.6060   162.2050   -99999.0    98.3460   -99999.0    65.4330   -99999.0     6.6770    51.3390 
   462.800     9.6380   141.7148   -99999.0    92.6914   -99999.0    66.6155   -99999.0     7.7805    51.3396 
   463.000     9.6691   130.6953   -99999.0   101.4219   -99999.0    67.7969   -99999.0     8.1571    51.6540 
   463.200     9.7170   119.6870   -99999.0   106.2266   -99999.0    69.2114   -99999.0     8.2521    51.6536 
   463.400     9.7481   121.2620   -99999.0   110.0039   -99999.0    68.0195   -99999.0     8.3457    51.3386 
   463.600     9.7950   122.8350   -99999.0   112.5980   -99999.0    61.6540   -99999.0     8.1260    51.0240 
   463.800     9.8423   119.6797   -99999.0    97.7852   -99999.0    54.0820   -99999.0     8.4417    51.0247 
   464.000     9.4644   116.5273   -99999.0    92.8203   -99999.0    45.5742   -99999.0     8.8506    51.3401 
   464.200     9.0710   113.3750   -99999.0    83.8633   -99999.0    34.9592   -99999.0     9.2612    51.9692 
   464.400     9.0710   108.6523   -99999.0    87.0117   -99999.0    33.5437   -99999.0    10.2989    52.9141 
   464.600     9.0870   102.3620   -99999.0    89.6060   -99999.0    34.0160   -99999.0    10.2360    53.5430 
   464.800     9.0870    96.0898   -99999.0    91.5039   -99999.0    34.4885   -99999.0     9.7302    54.4885 
   465.000     9.1023   113.4102   -99999.0    98.5845   -99999.0    34.9688   -99999.0     8.4390    54.8037 
   465.200     9.2285   132.3750   -99999.0    99.7695   -99999.0    40.6406   -99999.0     6.7385    55.1187 
   465.400     9.5591   176.4102   -99999.0   104.8203   -99999.0    46.3125   -99999.0     5.6685    55.4324 
   465.600     9.5910   200.0000   -99999.0   115.6690   -99999.0    55.7480   -99999.0     5.2600    55.1180 
   465.800     9.6220   199.9980   -99999.0   127.4141   -99999.0    64.5039   -99999.0     5.1969    54.8022 
   466.000     9.6220   198.4229   -99999.0   137.0742   -99999.0    75.1289   -99999.0     5.1023    54.1721 
   466.200     9.6220   196.8203   -99999.0   127.5312   -99999.0    81.9570   -99999.0     5.2913    53.5422 
   466.400     9.6380   174.7773   -99999.0   107.0742   -99999.0    71.3320   -99999.0     5.4180    52.9121 
   466.600     9.6540   155.9060   -99999.0    97.2440   -99999.0    67.5590   -99999.0     7.2440    52.2830 
   466.800     9.6690   136.9883   -99999.0    97.4795   -99999.0    65.4297   -99999.0     8.8198    52.2830 
   467.000     9.6850   122.8164   -99999.0    97.0881   -99999.0    63.3008   -99999.0     9.3235    52.2830 
   467.200     9.7010   108.6445   -99999.0    97.8737   -99999.0    61.1758   -99999.0     9.8586    52.2830 
   467.400     9.7010    96.0630   -99999.0    97.7947   -99999.0    58.5825   -99999.0    10.2673    52.2830 
   467.600     9.7170    96.0630   -99999.0    97.6380   -99999.0    58.3460   -99999.0     9.8580    52.2830 
   467.800     9.7320    96.0630   -99999.0    99.5283   -99999.0    60.4727   -99999.0     9.9211    52.5980 
   468.000     9.7480    96.0630   -99999.0    99.7578   -99999.0    62.6055   -99999.0    10.0159    52.5984 
   468.200     9.7640    96.0630   -99999.0    97.0820   -99999.0    65.4341   -99999.0     9.9529    52.9130 
   468.400     9.7801    96.0649   -99999.0    94.5664   -99999.0    66.1367   -99999.0     9.8896    52.9130 
   468.600     9.8110    97.6380   -99999.0    94.1730   -99999.0    63.0710   -99999.0     9.6380    52.9130 
   468.800     9.8430    99.2151   -99999.0    95.3555   -99999.0    58.1104   -99999.0     9.3857    52.9119 
   469.000     9.8740   100.7891   -99999.0    97.4844   -99999.0    58.3479   -99999.0     9.1016    51.9690 
   469.200     9.8580   102.3672   -99999.0    99.7659   -99999.0    59.7578   -99999.0     8.9756    52.5994 
   469.400     9.8429   105.5195   -99999.0   101.1814   -99999.0    57.1670   -99999.0     8.8186    53.5425 
   469.600     9.8110   108.6610   -99999.0   101.3390   -99999.0    58.8190   -99999.0     8.6610    53.2280 
   469.800     9.8110   111.8164   -99999.0   101.0234   -99999.0    64.0234   -99999.0     8.6299    52.9124 
   470.000     9.7950   114.9648   -99999.0   100.6289   -99999.0    66.6211   -99999.0     8.5669    52.5974 
   470.200     9.7800   119.6831   -99999.0    99.9207   -99999.0    69.4531   -99999.0     8.5040    52.2830 
   470.400     9.7800   118.1079   -99999.0    99.8438   -99999.0    72.9844   -99999.0     8.5040    52.2830 
   470.600     9.7800   116.5350   -99999.0   102.0470   -99999.0    70.1570   -99999.0     8.5040    52.2830 
   470.800     9.7800   116.5350   -99999.0   101.8896   -99999.0    69.9216   -99999.0     8.5040    51.9680 
   471.000     9.7800   116.5350   -99999.0   101.7266   -99999.0    70.3921   -99999.0     8.4720    51.9675 
   471.200     9.7640   116.5469   -99999.0    98.0310   -99999.0    68.9688   -99999.0     8.4409    51.6533 
   471.400     9.7480   125.9961   -99999.0    98.1953   -99999.0    66.3799   -99999.0     8.3132    51.3390 
   471.600     9.7320   135.4330   -99999.0   100.2360   -99999.0    67.7950   -99999.0     6.9920    51.3390 
   471.800     9.7951   152.8750   -99999.0   100.4688   -99999.0    69.2114   -99999.0     5.9204    51.0240 
   472.000     9.8901   181.1328   -99999.0    98.5977   -99999.0    68.0300   -99999.0     5.4485    51.0234 
   472.200     9.9841   203.1797   -99999.0   105.5977   -99999.0    67.3220   -99999.0     4.9438    50.7090 
   472.400    10.0308   225.2500   -99999.0   108.8242   -99999.0    66.3792   -99999.0     4.2195    50.7090 
   472.600     9.8740   253.5430   -99999.0   114.7240   -99999.0    67.0870   -99999.0     3.8110    50.7090 
   472.800     9.8430   283.4883   -99999.0   120.4766   -99999.0    67.8008   -99999.0     3.3699    50.7090 
